interaction_id,workflow_id,student_id,date_opened,date_closed,department,service_category,interaction_type,status,source_priority,assigned_owner,referral_source,referred_to_department
SI00251,WF00166,S0224,2026-03-18,2026-04-02,FinAid,social,referral,closed,low,ST011,Financial Aid,
SI00502,WF00313,S0462,2026-03-17,2026-03-25,residential life,academic,referral,Closed,low,ST017,faculty,
SI00445,WF00282,S0408,2026-02-20,2026-03-13,Counseling  ,behavioral,handoff,Closed,urgent,ST001,,
SI00044,WF00027,S0032,2026-03-15,2026-03-27,financial aid,social,referral,closed ,high,ST011,Academic Advising,Counseling
SI00538,WF00332,S0505,2026-03-19,2026-04-01,Residential Life,social,referral,Closed,urgent,ST018,Counseling,
SI00498,WF00311,S0455,2026-03-20,2026-04-01,academic advising,academic,referral,closed,low,,Academic Advising,
SI00644,WF00397,S0581,2026-02-20,2026-03-07,Academic Advising,financial,check_in,closed,low,ST008,,
SI00218,WF00144,S0202,2026-02-12,,counseling,wellbeing,handoff,open,low,ST003,,
SI00725,WF00456,S0671,2026-02-28,,Dean of Students,financial,referral,OPEN,medium,ST014,self,
SI00005,WF00004,S0006,2026-03-03,2026-03-16,IT Helpdesk,wellbeing,referral,closed,urgent,ST008,Academic Advising,Residential Life
SI00523,WF00322,S0488,2026-03-03,2026-03-22,residential life,academic,handoff,Closed,medium,ST016,,
SI00459,WF00289,S0425,2026-03-02,2026-03-11,Acad. Advising,financial,handoff,closed ,medium,ST005,,
SI00172,WF00114,S0164,2026-02-28,2026-03-12,dean of students,behavioral,referral,closed,high,ST014,Residential Life,
SI00031,WF00019,S0025,2026-02-09,2026-02-12,Counseling,social,handoff,Closed,medium,ST002,,
SI00545,WF00335,S0510,2026-02-12,2026-02-21,Counseling,behavioral,check_in,Closed,urgent,ST002,,
SI00151,WF00098,S0143,2026-03-11,,Counseling Center,wellbeing,check_in,Open,low,,,
SI00574,WF00353,S0528,2026-02-25,,Financial Aid,wellbeing,referral,Open,low,,Academic Advising,
SI00598,WF00368,S0548,2026-03-04,,ResLife,financial,check_in,open,high,ST016,,
SI00440,WF00279,S0394,2026-03-13,2026-03-17,Residential Life,financial,referral,closed ,urgent,ST017,Counseling,
SI00228,WF00151,S0208,2026-03-16,2026-03-29,FinAid,financial,referral,Closed,urgent,ST013,Financial Aid,
SI00155,WF00101,S0148,2026-02-13,,Acad. Advising,financial,handoff,OPEN,high,ST010,,
SI00549,WF00338,S0515,2026-03-16,2026-04-03,dean of students,academic,handoff,closed ,medium,,,
SI00568,WF00349,S0526,2026-02-28,2026-03-05,Financial Aid,academic,referral,closed ,high,ST011,Financial Aid,
SI00054,WF00033,S0036,2026-02-21,,Academic Advising,social,referral,open,medium,,Residential Life,
SI00431,WF00274,S0385,2026-02-26,,Acad. Advising,financial,check_in,Open,high,,,
SI00270,WF00178,S0239,2026-02-14,,financial aid,social,handoff,Open,urgent,ST012,,
SI00127,WF00079,S0116,2026-02-19,2026-03-08,Counseling,financial,handoff,closed,high,ST004,,
SI00696,WF00436,S0632,2026-02-14,2026-02-22,FinAid,financial,referral,Closed,urgent,ST013,Financial Aid,Academic Advising
SI00075,WF00048,S0061,2026-03-16,,Residential Life,wellbeing,handoff,OPEN,urgent,ST017,,
SI00286,WF00187,S0256,2026-02-07,2026-02-09,dean of students,financial,referral,Closed,low,ST014,Dean of Students,
SI00554,WF00340,S0515,2026-02-12,,ResLife,social,referral,Open,urgent,ST017,faculty,
SI00659,WF00409,S0593,2026-02-25,2026-03-03,financial aid,financial,referral,Closed,high,ST013,Residential Life,Counseling
SI00496,WF00310,S0455,2026-03-12,,academic advising,wellbeing,handoff,open,high,ST007,,
SI00474,WF00297,S0435,2026-02-25,2026-03-06,Counseling,financial,handoff,Closed,urgent,ST001,,
SI00681,WF00428,S0619,2026-02-05,2026-02-17,FinAid,behavioral,referral,closed ,urgent,ST012,Academic Advising,Academic Advising
SI00601,WF00370,S0551,2026-02-08,2026-03-01,Academic Advising,social,check_in,closed,medium,ST007,,
SI00417,WF00267,S0372,2026-02-24,2026-03-16,ResLife,wellbeing,referral,Closed,urgent,ST017,Dean of Students,Counseling
SI00297,WF00192,S0264,2026-03-08,,academic advising,academic,referral,OPEN,high,,Residential Life,
SI00060,WF00036,S0044,2026-02-04,2026-02-11,academic advising,wellbeing,handoff,Closed,high,ST008,,
SI00501,WF00312,S0455,2026-02-07,,ResLife,social,referral,OPEN,urgent,,self,
SI00403,WF00258,S0360,2026-03-05,,ResLife,behavioral,referral,Open,urgent,,Residential Life,
SI00719,WF00452,S0664,2026-02-16,2026-02-24,ResLife,academic,handoff,closed,low,ST016,,
SI00038,WF00024,S0028,2026-03-10,,FinAid,social,handoff,OPEN,low,,,
SI00522,WF00322,S0488,2026-02-27,2026-03-05,residential life,behavioral,handoff,Closed,medium,ST017,,
SI00243,WF00162,S0218,2026-03-06,2026-03-15,FinAid,behavioral,referral,Closed,medium,ST011,Financial Aid,
SI00190,WF00127,S0181,2026-02-26,2026-02-28,Counseling  ,wellbeing,handoff,closed ,high,ST004,,
SI00390,WF00249,S0343,2026-02-16,2026-03-04,Residential Life,behavioral,check_in,closed,medium,ST016,,
SI00672,WF00420,S0609,2026-03-20,2026-03-21,DOS,wellbeing,handoff,Closed,urgent,ST014,,
SI00603,WF00371,S0552,2026-03-06,2026-03-26,Dean of Students,academic,handoff,Closed,low,ST015,,
SI00118,WF00075,S0108,2026-02-18,2026-03-03,Dean of Students,financial,referral,closed,medium,ST014,Counseling,
SI00262,WF00174,S0238,2026-03-09,,dean of students,academic,referral,open,low,ST015,self,
SI00517,WF00320,S0479,2026-02-20,,Residential Life,behavioral,check_in,Open,medium,ST018,,
SI00116,WF00074,S0107,2026-02-24,2026-03-13,Counseling,behavioral,referral,closed ,low,ST002,Academic Advising,
SI00747,WF00470,S0684,2026-02-09,,dean of students,financial,check_in,OPEN,urgent,,,
SI00505,WF00316,S0466,2026-02-20,2026-03-04,financial aid,behavioral,referral,Closed,high,ST011,self,
SI00655,WF00406,S0591,2026-02-20,,Acad. Advising,behavioral,referral,open,medium,ST006,Dean of Students,Financial Aid
SI00667,WF00416,S0604,2026-02-16,2026-03-04,residential life,academic,check_in,closed,low,ST018,,
SI00477,WF00298,S0435,2026-03-15,,Counseling Center,behavioral,referral,OPEN,urgent,,Academic Advising,Residential Life
SI00167,WF00110,S0160,2026-03-13,,Acad. Advising,wellbeing,referral,OPEN,low,,Counseling,
SI00469,WF00295,S0433,2026-02-11,2026-02-12,Dean of Students,wellbeing,referral,closed ,low,ST015,self,
SI00373,WF00239,S0328,2026-03-11,2026-03-17,counseling,academic,check_in,closed,medium,ST004,,
SI00446,WF00282,S0408,2026-02-24,2026-02-28,Counseling  ,wellbeing,handoff,closed,low,ST001,,
SI00349,WF00223,S0306,2026-02-06,2026-02-13,financial aid,wellbeing,handoff,closed ,medium,ST011,,
SI00629,WF00387,S0568,2026-02-05,2026-02-09,Acad. Advising,financial,check_in,closed ,low,ST009,,
SI00244,WF00163,S0222,2026-02-16,2026-03-08,FinAid,social,referral,closed,urgent,ST013,Residential Life,Residential Life
SI00097,WF00063,S0087,2026-02-18,2026-03-11,dean of students,wellbeing,check_in,Closed,low,ST015,,
SI00561,WF00344,S0520,2026-03-18,2026-03-19,Counseling Center,behavioral,referral,closed,urgent,ST001,Academic Advising,Financial Aid
SI00084,WF00053,S0067,2026-03-07,,Counseling,social,referral,OPEN,low,,Financial Aid,
SI00712,WF00449,S0657,2026-02-25,2026-03-13,DOS,academic,referral,closed ,urgent,,faculty,Academic Advising
SI00217,WF00143,S0201,2026-02-08,2026-02-15,counseling,wellbeing,referral,closed ,low,ST002,Counseling,Academic Advising
SI00248,WF00164,S0222,2026-03-15,,Counseling  ,behavioral,referral,open,high,,Financial Aid,
SI00435,WF00277,S0392,2026-02-26,2026-02-27,ResLife,social,referral,Closed,urgent,ST017,faculty,Dean of Students
SI00129,WF00081,S0120,2026-03-02,2026-03-15,Financial Aid,behavioral,check_in,closed ,low,ST013,,
SI00699,WF00438,S0634,2026-02-13,2026-02-17,dean of students,behavioral,handoff,closed,urgent,ST015,,
SI00515,WF00319,S0479,2026-02-27,2026-03-08,financial aid,wellbeing,handoff,Closed,medium,ST012,,
SI00442,WF00280,S0407,2026-02-20,,Residential Life,social,check_in,Open,medium,,,
SI00208,WF00139,S0198,2026-03-15,,Dean of Students,academic,referral,Open,high,,faculty,Residential Life
SI00409,WF00263,S0365,2026-03-09,,Dean of Students,social,referral,open,high,,Dean of Students,
SI00069,WF00043,S0057,2026-03-19,2026-03-23,ResLife,academic,check_in,closed ,urgent,,,
SI00012,WF00006,S0007,2026-02-22,2026-03-12,Counseling  ,behavioral,check_in,closed ,urgent,,,
SI00205,WF00137,S0197,2026-02-06,2026-02-22,Academic Advising,behavioral,referral,closed,medium,ST008,Dean of Students,Residential Life
SI00709,WF00446,S0654,2026-03-01,2026-03-02,Acad. Advising,wellbeing,check_in,closed ,urgent,ST006,,
SI00524,WF00323,S0491,2026-03-05,2026-03-10,Counseling Center,financial,handoff,Closed,medium,ST001,,
SI00781,WF00144,S0202,2026-02-12,,counseling,wellbeing,handoff,open,low,ST003,,
SI00513,WF00318,S0476,2026-03-10,,counseling,behavioral,handoff,pending,high,,,
SI00312,WF00202,S0276,2026-02-26,2026-03-05,financial aid,academic,handoff,closed ,medium,ST011,,
SI00660,WF00410,S0593,2026-03-17,2026-03-18,Counseling  ,wellbeing,referral,closed,low,ST004,faculty,Financial Aid
SI00506,WF00316,S0466,2026-02-23,2026-02-26,financial aid,behavioral,handoff,closed,urgent,ST013,,
SI00759,WF00478,S0692,2026-02-22,,residential life,behavioral,handoff,OPEN,medium,ST016,,
SI00704,WF00442,S0641,2026-03-20,2026-03-25,ResLife,social,referral,Closed,low,ST017,faculty,Financial Aid
SI00010,WF00006,S0000,2026-02-20,2026-03-02,Counseling  ,academic,referral,closed,urgent,ST001,Residential Life,
SI00729,WF00459,S0672,2026-02-12,2026-02-27,ResLife,academic,check_in,closed,high,ST017,,
SI00467,WF00295,S0433,2026-02-09,2026-02-11,Dean of Students,wellbeing,handoff,Closed,urgent,ST014,,
SI00076,WF00049,S0061,2026-03-03,,Academic Advising,wellbeing,handoff,OPEN,urgent,,,
SI00165,WF00109,S0160,2026-03-03,,Financial Aid,financial,check_in,OPEN,high,ST013,,
SI00149,WF00096,S0142,2026-02-09,2026-02-28,Financial Aid,wellbeing,handoff,closed,urgent,ST013,,
SI00345,WF00220,S0299,2026-03-02,2026-03-23,financial aid,behavioral,referral,Closed,medium,ST011,Dean of Students,
SI00643,WF00397,S0581,2026-02-18,2026-03-09,Academic Advising,social,handoff,closed ,medium,ST010,,
SI00592,WF00364,S0539,2026-02-26,,ResLife,social,referral,Open,urgent,ST018,Residential Life,Counseling
SI00471,WF00296,S0435,2026-02-24,2026-03-07,Residential Life,academic,handoff,closed,high,,,
SI00057,WF00034,S0038,2026-03-14,2026-03-27,residential life,wellbeing,referral,closed ,urgent,ST017,Financial Aid,
SI00323,WF00207,S0282,2026-03-22,2026-03-26,DOS,behavioral,check_in,closed ,medium,ST015,,
SI00466,WF00294,S0433,2026-03-20,2026-04-06,residential life,wellbeing,referral,closed,medium,ST016,Academic Advising,Financial Aid
SI00027,WF00017,S0022,2026-02-14,2026-02-20,financial aid,wellbeing,handoff,Closed,low,ST012,,
SI00037,WF00024,S0028,2026-03-09,,FinAid,financial,handoff,Open,medium,,,
SI00412,WF00264,S0365,2026-03-08,2026-03-11,Dean of Students,social,handoff,Closed,medium,ST015,,
SI00606,WF00373,S0554,2026-03-06,2026-03-09,FinAid,social,referral,closed ,high,ST011,Dean of Students,Counseling
SI00631,WF00388,S0568,2026-02-21,2026-03-13,Dean of Students,wellbeing,referral,closed ,urgent,ST014,Financial Aid,
SI00389,WF00248,S0340,2026-02-03,2026-02-09,Counseling  ,financial,handoff,closed ,low,ST004,,
SI00192,WF00128,S0182,2026-02-23,2026-03-11,academic advising,social,check_in,Closed,low,ST009,,
SI00536,WF00331,S0504,2026-02-12,2026-03-02,Financial Aid,financial,check_in,Closed,low,ST012,,
SI00325,WF00208,S0285,2026-02-20,2026-02-26,counseling,social,referral,closed ,high,ST004,Counseling,Dean of Students
SI00294,WF00191,S0264,2026-03-06,,DOS,behavioral,referral,OPEN,urgent,,faculty,Academic Advising
SI00062,WF00037,S0045,2026-02-25,2026-03-01,financial aid,financial,handoff,Closed,low,ST012,,
SI00751,WF00473,S0685,2026-03-05,2026-03-22,Counseling Center,academic,check_in,closed,high,ST002,,
SI00468,WF00295,S0433,2026-02-11,2026-03-01,Dean of Students,behavioral,check_in,Closed,urgent,ST014,,
SI00246,WF00163,S0222,2026-02-24,2026-03-12,FinAid,social,handoff,closed,medium,ST013,,
SI00298,WF00193,S0266,2026-02-19,2026-02-28,ResLife,wellbeing,referral,closed ,medium,ST016,Financial Aid,
SI00073,WF00047,S0061,2026-02-27,,counseling,financial,referral,open,urgent,,Financial Aid,Academic Advising
SI00541,WF00333,S0505,2026-03-12,2026-03-31,FinAid,behavioral,referral,closed,high,ST011,faculty,Counseling
SI00529,WF00327,S0498,2026-02-03,,Counseling,wellbeing,handoff,OPEN,urgent,ST002,,
SI00193,WF00128,S0182,2026-02-22,2026-02-27,academic advising,academic,handoff,closed ,high,ST010,,
SI00061,WF00037,S0045,2026-02-24,2026-03-06,financial aid,social,referral,closed ,low,ST012,Dean of Students,Residential Life
SI00546,WF00335,S0510,2026-02-16,2026-02-25,Counseling,wellbeing,referral,Closed,low,ST004,faculty,Residential Life
SI00128,WF00080,S0120,2026-03-02,2026-03-12,financial aid,academic,handoff,closed,low,ST013,,
SI00465,WF00294,S0433,2026-03-16,2026-03-25,residential life,financial,handoff,Closed,urgent,ST016,,
SI00691,WF00434,S0629,2026-02-21,2026-03-13,Academic Advising,academic,referral,closed ,high,ST005,self,
SI00189,WF00126,S0181,2026-02-24,,Counseling Center,financial,referral,OPEN,low,ST002,Counseling,
SI00179,WF00118,S0174,2026-03-12,,Counseling,academic,referral,open,high,,self,
SI00391,WF00250,S0348,2026-02-11,2026-02-25,Counseling,financial,check_in,closed ,low,ST001,,
SI00356,WF00228,S0314,2026-03-06,2026-03-15,ResLife,behavioral,referral,Closed,medium,ST016,faculty,
SI00030,WF00018,S0023,2026-02-14,2026-02-16,Academic Advising,wellbeing,handoff,closed,low,ST008,,
SI00777,WF00121,S0176,2026-02-10,2026-03-02,dean of students,social,check_in,closed ,high,ST014,,
SI00368,WF00236,S0326,2026-03-10,2026-03-24,Acad. Advising,academic,handoff,closed,high,ST008,,
SI00392,WF00250,S0348,2026-02-13,2026-02-28,Counseling,behavioral,referral,closed,high,ST003,self,Residential Life
SI00487,WF00303,S0445,2026-03-08,2026-03-20,ResLife,social,check_in,Closed,medium,ST016,,
SI00258,WF00171,S0229,2026-02-16,2026-03-07,Residential Life,wellbeing,handoff,closed,medium,ST016,,
SI00564,WF00346,S0522,2026-02-02,2026-02-13,Residential Life,financial,referral,closed ,high,ST018,Counseling,Academic Advising
SI00055,WF00033,S0036,2026-02-20,,Academic Advising,social,referral,Open,low,,Academic Advising,
SI00281,WF00184,S0253,2026-03-04,2026-03-19,financial aid,social,referral,Closed,urgent,ST012,Residential Life,
SI00756,WF00477,S0692,2026-03-20,2026-03-26,Counseling  ,social,referral,closed ,urgent,ST002,faculty,
SI00090,WF00058,S0081,2026-02-27,2026-03-07,Counseling  ,academic,handoff,Closed,high,ST002,,
SI00687,WF00431,S0623,2026-02-16,2026-03-03,dean of students,academic,referral,closed ,medium,ST014,Dean of Students,Counseling
SI00025,WF00016,S0020,2026-02-04,,Unknown Dept,academic,referral,OPEN,medium,,faculty,
SI00385,WF00246,S0336,2026-03-14,2026-04-04,FinAid,academic,handoff,closed ,low,ST012,,
SI00586,WF00360,S0536,2026-03-21,2026-03-26,Academic Advising,social,referral,Closed,urgent,ST005,Counseling,
SI00353,WF00225,S0308,2026-03-08,2026-03-09,Acad. Advising,behavioral,handoff,closed,high,ST007,,
SI00196,WF00130,S0185,2026-02-04,2026-02-08,Dean of Students,wellbeing,referral,closed,urgent,ST015,Academic Advising,
SI00375,WF00240,S0328,2026-02-23,2026-02-27,FinAid,behavioral,referral,Closed,high,ST012,Dean of Students,
SI00613,WF00375,S0555,2026-02-21,,counseling,financial,handoff,Open,low,,,
SI00600,WF00370,S0551,2026-02-04,2026-02-06,Academic Advising,social,handoff,closed,urgent,ST009,,
SI00395,WF00252,S0354,2026-03-14,2026-03-28,Counseling  ,social,referral,closed,high,ST004,Academic Advising,
SI00437,WF00278,S0393,2026-02-20,2026-03-03,Acad. Advising,financial,handoff,closed,medium,ST009,,
SI00663,WF00412,S0597,2026-02-27,2026-03-13,ResLife,behavioral,referral,Closed,urgent,ST018,Academic Advising,
SI00476,WF00298,S0435,2026-03-14,,Counseling Center,academic,referral,OPEN,urgent,ST001,Dean of Students,Academic Advising
SI00308,WF00199,S0273,2026-03-09,,academic advising,behavioral,check_in,open,urgent,,,
SI00532,WF00329,S0498,2026-03-12,,Dean of Students,academic,referral,OPEN,medium,ST015,Residential Life,
SI00650,WF00401,S0587,2026-03-06,2026-03-17,Counseling Center,wellbeing,referral,closed,urgent,ST001,Residential Life,Financial Aid
SI00102,WF00066,S0091,2026-02-20,2026-02-24,Counseling,social,check_in,Closed,urgent,ST001,,
SI00014,WF00008,S0008,2026-02-10,2026-02-11,dean of students,financial,handoff,closed,low,ST014,,
SI00006,WF00004,S0006,2026-03-04,2026-03-06,Unknown Dept,behavioral,check_in,closed,urgent,ST009,,
SI00685,WF00430,S0621,2026-03-20,2026-03-29,academic advising,financial,referral,Closed,urgent,ST006,Counseling,Counseling
SI00259,WF00172,S0230,2026-03-10,2026-03-14,Acad. Advising,wellbeing,check_in,closed ,low,,,
SI00670,WF00419,S0605,2026-02-10,2026-02-22,financial aid,financial,check_in,Closed,high,ST013,,
SI00457,WF00289,S0425,2026-02-26,2026-03-16,Acad. Advising,financial,referral,Closed,urgent,ST010,Financial Aid,
SI00394,WF00252,S0354,2026-03-12,2026-03-28,Counseling  ,behavioral,handoff,closed ,urgent,ST004,,
SI00677,WF00424,S0614,2026-02-12,2026-02-13,financial aid,wellbeing,handoff,Closed,medium,ST012,,
SI00646,WF00398,S0583,2026-03-21,2026-04-06,Acad. Advising,academic,referral,Closed,low,ST007,Academic Advising,
SI00404,WF00259,S0360,2026-02-02,2026-02-09,Dean of Students,behavioral,referral,Closed,high,,Financial Aid,
SI00455,WF00287,S0417,2026-02-05,2026-02-22,Residential Life,behavioral,referral,Closed,high,ST016,faculty,
SI00675,WF00422,S0613,2026-02-19,2026-02-20,Academic Advising,social,check_in,closed ,low,ST007,,
SI00026,WF00017,S0022,2026-02-11,2026-02-23,financial aid,financial,check_in,closed ,medium,ST013,,
SI00250,WF00166,S0224,2026-03-16,2026-04-01,FinAid,social,handoff,Closed,medium,ST011,,
SI00772,WF00335,S0510,2026-02-12,2026-02-21,Counseling,behavioral,check_in,Closed,urgent,ST002,,
SI00464,WF00293,S0429,2026-02-16,2026-02-25,dean of students,academic,check_in,Closed,high,ST014,,
SI00144,WF00091,S0134,2026-02-17,,Dean of Students,wellbeing,referral,Open,low,,Residential Life,
SI00195,WF00129,S0185,2026-03-15,2026-03-28,FinAid,behavioral,check_in,closed ,medium,ST012,,
SI00451,WF00285,S0411,2026-02-28,,Counseling  ,behavioral,referral,Open,medium,ST001,faculty,Academic Advising
SI00674,WF00421,S0610,2026-02-06,2026-02-17,Acad. Advising,behavioral,handoff,Closed,urgent,ST006,,
SI00077,WF00050,S0063,2026-02-26,2026-03-11,Residential Life,behavioral,check_in,closed ,urgent,ST017,,
SI00750,WF00472,S0685,2026-02-20,2026-03-11,financial aid,social,handoff,closed,urgent,ST013,,
SI00279,WF00183,S0251,2026-02-08,2026-02-20,ResLife,behavioral,check_in,Closed,medium,ST017,,
SI00309,WF00200,S0273,2026-02-24,2026-03-16,academic advising,financial,handoff,Closed,medium,,,
SI00553,WF00339,S0515,2026-02-20,,Financial Aid,financial,check_in,OPEN,high,,,
SI00110,WF00071,S0103,2026-03-06,2026-03-10,residential life,wellbeing,referral,closed ,urgent,ST017,faculty,Counseling
SI00493,WF00307,S0449,2026-02-12,2026-03-04,Counseling  ,behavioral,referral,closed ,low,ST003,Financial Aid,
SI00423,WF00271,S0381,2026-02-13,2026-02-23,academic advising,social,referral,closed,medium,ST006,faculty,Residential Life
SI00290,WF00190,S0264,2026-02-26,,Dean of Students,wellbeing,handoff,open,medium,ST014,,
SI00694,WF00435,S0632,2026-03-07,2026-03-20,Acad. Advising,academic,check_in,closed,medium,ST010,,
SI00233,WF00154,S0210,2026-03-02,2026-03-17,academic advising,academic,handoff,Closed,urgent,ST007,,
SI00191,WF00128,S0182,2026-02-20,2026-03-03,academic advising,academic,referral,closed ,urgent,ST007,self,Dean of Students
SI00593,WF00365,S0544,2026-02-26,2026-03-05,Acad. Advising,behavioral,handoff,closed,urgent,ST010,,
SI00153,WF00100,S0145,2026-03-17,2026-03-22,Acad. Advising,social,check_in,Closed,high,ST007,,
SI00134,WF00083,S0121,2026-03-21,,FinAid,behavioral,handoff,Open,urgent,ST012,,
SI00448,WF00284,S0411,2026-02-10,2026-02-12,dean of students,financial,check_in,Closed,medium,,,
SI00580,WF00357,S0532,2026-02-23,2026-03-01,ResLife,financial,handoff,Closed,high,ST017,,
SI00649,WF00401,S0587,2026-03-02,2026-03-17,Counseling Center,academic,referral,Closed,medium,ST004,Academic Advising,Academic Advising
SI00742,WF00466,S0676,2026-02-05,2026-02-16,financial aid,wellbeing,referral,closed,medium,ST013,Financial Aid,
SI00484,WF00302,S0444,2026-03-13,,counseling,wellbeing,check_in,open,medium,ST002,,
SI00462,WF00291,S0426,2026-02-11,2026-02-21,Acad. Advising,wellbeing,referral,closed ,urgent,ST009,Residential Life,Dean of Students
SI00099,WF00065,S0089,2026-02-25,2026-03-11,Dean of Students,wellbeing,referral,closed,medium,ST014,Dean of Students,
SI00162,WF00106,S0154,2026-03-20,2026-03-21,academic advising,behavioral,check_in,Closed,low,ST005,,
SI00701,WF00439,S0640,2026-02-18,,Academic Advising,financial,referral,open,urgent,,Residential Life,
SI00374,WF00239,S0328,2026-03-15,2026-03-22,counseling,social,handoff,closed,low,ST004,,
SI00761,WF00480,S0695,2026-02-25,2026-03-13,ResLife,financial,handoff,closed,high,ST018,,
SI00616,WF00378,S0557,2026-03-12,,academic advising,financial,handoff,OPEN,low,,,
SI00009,WF00005,S0006,2026-03-06,2026-03-17,Counseling Center,wellbeing,referral,Closed,medium,ST004,Residential Life,
SI00641,WF00395,S0576,2026-03-11,2026-03-16,financial aid,social,handoff,closed,high,ST012,,
SI00268,WF00177,S0239,2026-03-21,,Counseling  ,academic,referral,open,low,,Dean of Students,
SI00329,WF00209,S0289,2026-02-25,2026-03-16,Residential Life,academic,referral,Closed,high,ST018,Residential Life,
SI00103,WF00067,S0096,2026-02-04,2026-02-23,Counseling  ,behavioral,check_in,closed ,high,ST001,,
SI00519,WF00321,S0480,2026-03-04,2026-03-10,DOS,behavioral,referral,closed ,medium,ST014,Counseling,Academic Advising
SI00433,WF00275,S0385,2026-02-28,2026-03-21,DOS,academic,referral,closed,medium,,Counseling,Financial Aid
SI00336,WF00214,S0293,2026-03-21,2026-04-07,Financial Aid,behavioral,referral,Closed,low,ST013,Financial Aid,
SI00410,WF00263,S0365,2026-03-11,,Dean of Students,financial,handoff,Open,high,,,
SI00001,WF00001,S9999,2026-03-09,,financial aid,social,check_in,Open,high,,,
SI00443,WF00281,S0407,2026-02-04,2026-02-12,counseling,behavioral,referral,closed,medium,,Counseling,
SI00232,WF00153,S0210,2026-02-14,2026-02-15,residential life,wellbeing,check_in,closed ,low,ST018,,
SI00369,WF00236,S0326,2026-03-12,2026-03-17,Acad. Advising,wellbeing,referral,Closed,medium,ST005,Counseling,
SI00008,WF00005,S0000,2026-03-05,2026-03-14,Counseling Center,wellbeing,referral,Closed,high,ST004,self,Academic Advising
SI00296,WF00192,S0264,2026-03-07,,academic advising,academic,check_in,open,medium,ST005,,
SI00355,WF00227,S0310,2026-02-04,2026-02-06,DOS,wellbeing,referral,closed,high,ST014,faculty,Financial Aid
SI00257,WF00170,S0226,2026-03-21,2026-03-23,Unknown Dept,financial,handoff,Closed,low,ST002,,
SI00700,WF00439,S0640,2026-02-16,,Academic Advising,wellbeing,referral,Open,low,,faculty,
SI00187,WF00124,S0179,2026-03-16,2026-03-17,dean of students,social,referral,closed,medium,ST015,self,
SI00199,WF00132,S0186,2026-03-19,2026-04-06,ResLife,financial,referral,closed ,low,,faculty,Counseling
SI00429,WF00274,S0385,2026-02-24,,Acad. Advising,wellbeing,handoff,open,urgent,,,
SI00371,WF00237,S0326,2026-03-10,2026-03-14,Academic Advising,academic,referral,closed,high,ST005,Dean of Students,
SI00315,WF00204,S0277,2026-03-12,2026-03-29,Counseling Center,academic,handoff,closed ,low,ST001,,
SI00566,WF00348,S0525,2026-02-04,2026-02-08,FinAid,wellbeing,referral,Closed,low,ST012,Counseling,
SI00347,WF00221,S0302,2026-02-03,2026-02-12,Dean of Students,wellbeing,referral,closed,low,ST015,Dean of Students,Academic Advising
SI00715,WF00450,S0661,2026-03-13,2026-03-21,academic advising,behavioral,check_in,Closed,medium,ST008,,
SI00427,WF00273,S0383,2026-02-13,2026-02-21,ResLife,social,referral,closed ,medium,ST017,Residential Life,
SI00106,WF00069,S0099,2026-02-22,2026-03-12,Counseling,financial,handoff,Closed,low,ST003,,
SI00049,WF00030,S0035,2026-03-13,,Residential Life,academic,handoff,OPEN,high,,,
SI00533,WF00329,S0498,2026-03-13,,Dean of Students,behavioral,handoff,Open,medium,ST014,,
SI00194,WF00129,S0185,2026-03-12,2026-03-20,FinAid,wellbeing,referral,Closed,medium,ST012,Dean of Students,
SI00495,WF00309,S0452,2026-03-20,2026-04-03,Acad. Advising,academic,referral,closed,low,ST005,Counseling,
SI00150,WF00097,S0143,2026-02-13,2026-02-21,dean of students,academic,handoff,Closed,medium,ST015,,
SI00483,WF00302,S0444,2026-03-10,,counseling,social,referral,OPEN,medium,,Financial Aid,
SI00328,WF00209,S0289,2026-02-27,2026-03-04,Residential Life,financial,check_in,closed,low,ST018,,
SI00420,WF00269,S0375,2026-03-22,2026-03-25,dean of students,financial,handoff,Closed,medium,ST015,,
SI00056,WF00034,S0038,2026-03-11,2026-03-13,residential life,social,referral,closed,high,ST017,Residential Life,
SI00534,WF00330,S0502,2026-02-02,2026-02-15,Dean of Students,social,check_in,closed,high,ST014,,
SI00636,WF00391,S0571,2026-02-24,2026-03-11,residential life,behavioral,referral,closed,high,ST016,Academic Advising,
SI00013,WF00007,S0007,2026-02-19,2026-03-03,counseling,social,check_in,Closed,low,ST001,,
SI00230,WF00153,S0210,2026-02-10,2026-02-20,residential life,financial,referral,closed ,urgent,ST017,Counseling,
SI00486,WF00303,S0445,2026-03-06,2026-03-12,ResLife,financial,referral,closed ,medium,ST018,Counseling,Academic Advising
SI00609,WF00374,S0554,2026-02-09,2026-02-14,Counseling Center,academic,referral,Closed,high,ST001,self,Dean of Students
SI00773,WF00217,S0297,2026-02-26,,academic advising,academic,check_in,Open,high,ST008,,
SI00752,WF00474,S0686,2026-03-03,2026-03-16,academic advising,wellbeing,referral,Closed,low,ST008,Academic Advising,
SI00333,WF00213,S0293,2026-02-25,,residential life,social,referral,Open,medium,ST016,Financial Aid,
SI00237,WF00157,S0215,2026-02-20,2026-03-09,ResLife,academic,handoff,Closed,low,ST016,,
SI00762,WF00480,S0695,2026-03-01,2026-03-20,ResLife,behavioral,check_in,closed ,low,ST016,,
SI00305,WF00198,S0273,2026-02-19,,counseling,academic,check_in,open,urgent,ST001,,
