student_id,week_number,attendance_rate,lms_logins,lms_activity_score,sessions_missed,participation_score
S0182,4,0.697,11,35.2,1,3.31
S0182,5,0.651,7,36.6,1,2.69
S0182,6,0.553,0,20.9,2,2.43
S0182,7,0.575,0,15.3,1,2.14
S0183,1,0.97,14,84.8,0,5.79
S0183,2,0.896,19,79.5,0,5.23
S0183,3,0.987,16,90.7,0,7.57
S0183,4,0.93,16,80.9,0,5.69
S0183,5,0.919,17,78.6,0,6.51
S0183,6,0.933,17,72.8,0,5.91
S0183,7,0.912,13,84.7,0,7.52
S0184,1,0.94,20,58.0,0,6.09
S0184,2,0.798,22,61.2,0,5.88
S0184,3,0.884,22,63.2,0,5.71
S0184,4,0.806,18,52.6,0,6.34
S0184,5,0.802,19,49.8,0,7.22
S0184,6,0.798,17,60.4,1,7.18
S0184,7,0.924,22,57.8,0,5.2
S0185,1,0.981,35,81.4,0,5.38
S0185,2,0.839,25,69.3,0,3.26
S0185,3,0.81,26,68.3,0,4.2
S0185,4,0.696,14,71.1,1,3.52
S0185,5,0.691,13,61.0,1,3.85
S0185,6,0.618,15,58.3,1,2.19
S0185,7,0.598,12,58.9,1,2.39
S0186,1,0.749,15,59.9,0,6.83
S0186,2,0.712,13,61.4,1,6.67
S0186,3,0.769,18,51.2,0,7.52
S0186,4,0.796,10,59.6,0,5.65
S0186,5,0.746,8,61.3,0,7.1
S0186,6,0.692,13,56.1,1,6.0
S0186,7,0.649,11,53.9,1,4.98
S0187,1,0.889,8,79.7,0,5.75
S0187,2,0.924,13,80.1,0,7.27
S0187,3,0.888,10,74.6,0,7.22
S0187,4,0.548,0,48.0,1,5.15
S0187,5,0.499,0,50.8,2,4.3
S0187,6,0.47,0,50.0,3,4.6
S0187,7,0.582,0,46.7,1,3.55
S0188,1,1.0,13,62.1,0,4.72
S0188,2,1.0,18,61.3,0,5.66
S0188,3,0.961,13,58.7,0,5.55
S0188,4,0.632,5,32.2,1,0.93
S0188,5,0.659,1,37.7,1,2.3
S0188,6,0.666,2,32.8,1,2.24
S0188,7,0.715,0,36.5,1,2.28
S0189,1,0.856,2,49.5,0,9.82
S0189,2,0.837,3,54.3,0,8.86
S0189,3,0.817,4,41.1,1,10
S0189,4,0.836,2,39.5,0,8.81
S0189,5,0.91,0,48.8,0,9.33
S0189,6,0.806,0,54.7,0,10
S0189,7,0.898,2,45.2,0,9.39
S0190,1,1.0,18,51.8,0,3.73
S0190,2,0.894,16,41.0,0,3.56
S0190,3,0.844,10,44.3,0,2.52
S0190,4,0.879,20,45.4,0,3.81
S0190,5,0.955,15,65.8,0,4.51
S0190,6,1.0,22,57.4,0,4.54
S0190,7,1.0,21,58.1,0,5.2
S0191,1,0.726,15,100,0,5.88
S0191,2,0.854,13,83.4,0,5.71
S0191,3,0.779,11,85.8,0,5.74
S0191,4,0.704,15,84.6,1,6.53
S0191,5,0.826,19,81.0,0,4.35
S0191,6,0.815,8,85.1,1,5.62
S0191,7,0.729,10,86.4,1,5.68
S0192,1,1.0,14,59.0,0,8.08
S0192,2,0.972,11,67.9,0,8.57
S0192,3,1.0,16,73.5,0,7.11
S0192,4,0.972,14,64.4,0,7.33
S0192,5,0.962,15,74.0,0,7.43
S0192,6,0.97,11,65.4,0,9.16
S0192,7,0.958,13,59.3,0,8.44
S0193,1,0.83,15,51.1,0,8.11
S0193,2,0.911,15,73.1,0,6.5
S0193,3,0.896,17,72.7,0,8.79
S0193,4,0.797,14,62.7,1,7.89
S0193,5,0.82,16,60.3,0,8.43
S0193,6,0.837,14,65.9,0,8.01
S0193,7,0.923,18,61.4,0,9.13
S0194,1,0.994,13,84.6,0,7.68
S0194,2,0.926,13,87.8,0,5.8
S0194,3,0.875,13,79.4,0,7.09
S0194,4,0.916,14,82.9,0,6.05
S0194,5,0.971,17,80.8,0,7.85
S0194,6,0.909,7,89.5,0,6.24
S0194,7,0.884,9,67.0,0,6.72
S0195,1,0.879,14,55.2,0,7.51
S0195,2,0.963,10,62.9,0,5.8
S0195,3,0.849,15,62.9,0,5.21
S0195,4,0.922,12,63.5,0,5.78
S0195,5,0.907,14,70.8,0,6.66
S0195,6,0.903,15,64.9,0,5.5
S0195,7,0.82,8,65.7,0,5.53
S0196,1,0.572,14,53.0,1,4.56
S0196,2,0.577,14,32.8,1,2.25
S0196,3,0.639,14,39.7,2,3.37
S0196,4,0.549,18,39.9,2,2.65
S0196,5,0.599,19,40.9,2,3.41
S0196,6,0.637,16,35.6,1,4.19
S0196,7,0.84,16,38.4,1,3.41
S0197,1,0.939,10,53.6,0,6.91
S0197,2,0.874,6,59.0,0,7.2
S0197,3,0.74,3,62.9,0,5.28
S0197,4,0.723,2,49.7,0,6.34
S0197,5,0.762,0,54.5,1,4.28
S0197,6,0.605,0,37.1,2,4.94
S0197,7,0.496,0,41.8,1,3.33
S0198,1,0.714,3,40.4,1,5.09
S0198,2,0.805,2,40.0,0,5.61
S0198,3,0.711,3,30.5,1,5.38
S0198,4,0.724,2,44.7,1,5.01
S0198,5,0.709,1,37.4,0,5.61
S0198,6,0.662,2,41.6,1,4.23
S0198,7,0.771,0,35.7,0,4.58
S0199,1,0.886,14,48.6,0,8.02
S0199,2,0.839,8,39.1,0,8.16
S0199,3,0.777,16,30.9,1,6.9
S0199,4,0.829,9,36.6,1,7.67
S0199,5,0.907,18,42.9,0,8.96
S0199,6,0.974,19,49.6,0,9.41
S0199,7,0.996,20,55.2,0,9.43
S0200,1,0.939,8,76.0,0,5.8
S0200,2,0.899,10,67.6,0,6.5
S0200,3,0.957,11,59.3,0,5.95
S0200,4,0.981,7,67.6,0,5.51
S0200,5,0.964,14,66.0,0,5.5
S0200,6,0.9,11,65.5,0,5.28
S0200,7,0.917,9,55.3,0,5.56
S0201,1,0.852,12,65.6,0,6.72
S0201,2,0.845,10,56.1,0,4.61
S0201,3,0.796,12,47.1,1,4.0
S0201,4,0.715,9,35.0,1,4.06
S0201,5,0.711,3,42.7,1,2.94
S0201,6,0.594,0,31.3,1,3.08
S0201,7,0.554,0,20.9,1,2.52
S0202,1,0.799,11,45.6,1,7.97
S0202,2,0.822,8,38.8,0,8.63
S0202,3,0.82,7,25.1,1,8.36
S0202,4,0.761,11,29.2,1,7.64
S0202,5,0.76,8,29.0,0,8.4
S0202,6,0.781,11,41.2,0,9.66
S0202,7,0.759,5,30.2,0,8.06
S0203,1,0.793,8,45.4,0,6.16
S0203,2,0.81,6,43.7,0,4.08
S0203,3,0.82,5,47.5,0,5.3
S0203,4,0.696,5,47.9,1,6.77
S0203,5,0.663,9,39.5,1,4.49
S0203,6,0.712,9,48.2,1,6.69
S0203,7,0.674,3,40.1,1,6.75
S0204,1,0.794,15,61.1,1,8.64
S0204,2,0.839,10,59.0,0,8.59
S0204,3,0.778,14,55.3,1,7.26
S0204,4,0.715,15,66.7,0,7.08
S0204,5,0.729,12,50.3,1,7.97
S0204,6,0.744,10,48.5,0,6.43
S0204,7,0.624,6,56.0,2,7.01
S0205,1,0.864,2,46.6,0,9.23
S0205,2,0.79,7,62.6,0,7.89
S0205,3,0.877,2,54.3,0,8.88
S0205,4,1.02,8,51.4,0,9.16
S0205,5,0.774,12,58.3,1,9.27
S0205,6,0.794,3,54.2,0,8.97
S0205,7,0.858,8,49.5,0,8.32
S0206,1,0.92,18,59.5,0,3.74
S0206,2,0.967,23,54.6,0,5.96
S0206,3,0.835,18,42.8,0,6.09
S0206,4,0.74,17,43.4,1,2.93
S0206,5,0.635,11,45.7,1,2.76
S0206,6,0.596,14,28.4,1,1.4
S0206,7,0.468,10,29.3,2,1.3
S0207,1,0.587,8,41.9,1,2.49
S0207,2,0.587,13,37.7,2,0.75
S0207,3,0.582,12,35.1,1,3.41
S0207,4,0.512,13,46.0,2,2.72
S0207,5,0.506,12,43.8,2,1.79
S0207,6,0.568,15,50.8,2,2.55
S0207,7,0.608,13,40.2,1,2.19
S0208,1,0.905,11,66.6,0,4.27
S0208,2,0.823,5,49.8,0,3.86
S0208,3,0.823,3,47.5,0,3.02
S0208,4,0.744,4,57.5,1,2.17
S0208,5,0.606,0,49.6,1,4.53
S0208,6,0.55,2,30.8,1,2.6
S0208,7,0.522,0,42.4,2,1.88
S0209,1,0.76,0,49.3,1,7.46
S0209,2,0.731,5,46.5,1,8.06
S0209,3,0.727,1,61.8,1,8.16
S0209,4,0.717,8,52.7,1,6.7
S0209,5,0.761,3,34.8,1,7.61
S0209,6,0.79,5,43.6,1,8.05
S0209,7,0.644,6,51.4,1,8.14
S0210,1,0.992,15,76.1,0,8.62
S0210,2,0.906,6,58.1,0,9.25
S0210,3,0.89,5,70.2,0,8.65
S0210,4,0.881,10,66.1,0,9.24
S0210,5,0.954,9,73.5,0,8.11
S0210,6,1.0,9,71.9,0,9.31
S0210,7,0.993,18,85.7,0,10
S0211,1,0.909,9,32.2,0,5.36
S0211,2,0.892,13,46.9,0,7.2
S0211,3,0.886,8,46.0,0,5.74
S0211,4,1.11,2,52.7,0,5.34
S0211,5,0.861,4,46.3,0,5.6
S0211,6,0.801,2,46.3,1,6.53
S0211,7,0.827,3,41.8,0,5.05
S0212,1,0.963,14,48.4,0,5.64
S0212,2,0.915,15,37.5,0,5.6
S0212,3,0.931,9,40.6,0,5.04
S0212,4,1.07,9,41.6,0,6.15
S0212,5,0.914,18,29.2,0,5.55
S0212,6,0.942,15,42.0,0,7.1
S0212,7,0.893,12,36.4,0,6.36
S0213,1,0.926,19,38.4,0,8.8
S0213,2,0.776,19,41.0,1,7.29
S0213,3,0.901,20,49.3,0,8.37
S0213,4,0.848,23,46.2,0,6.32
S0213,5,0.755,19,43.5,1,8.08
S0213,6,0.844,19,47.6,0,8.51
S0213,7,0.785,17,47.8,0,7.37
S0214,1,0.876,6,59.7,0,7.59
S0214,2,0.943,9,57.6,0,8.1
S0214,3,0.877,8,64.3,0,7.93
S0214,4,0.879,11,57.5,0,7.66
S0214,5,0.885,9,57.9,0,8.83
S0214,6,0.878,12,60.5,0,7.92
S0214,7,0.9,8,51.9,0,7.76
S0215,1,0.859,17,62.9,0,7.12
S0215,2,0.942,19,48.4,0,5.17
S0215,3,0.888,19,52.9,0,6.6
S0215,4,0.88,20,58.5,0,7.51
S0215,5,0.831,24,67.8,1,8.02
S0215,6,0.888,17,65.8,0,6.24
S0215,7,0.845,16,58.0,0,6.46
S0216,1,0.703,23,77.0,0,3.99
S0216,2,0.784,19,79.7,0,5.16
S0216,3,0.636,18,71.4,2,5.92
S0216,4,0.691,18,80.7,0,4.69
S0216,5,0.62,16,73.3,1,3.8
S0216,6,0.668,16,70.7,0,4.59
S0216,7,0.595,17,75.3,2,3.67
S0217,1,0.977,8,63.2,0,5.11
S0217,2,0.926,10,61.5,0,5.2
S0217,3,0.813,14,76.2,0,3.67
S0217,4,0.904,3,61.2,0,4.08
S0217,5,0.879,8,62.5,0,3.2
S0217,6,0.867,7,61.3,0,2.95
S0217,7,0.819,4,62.4,0,5.05
S0218,1,0.922,14,71.2,0,6.63
S0218,2,0.837,15,60.5,0,6.17
S0218,3,0.683,10,58.3,1,3.71
S0218,4,0.66,6,42.8,1,4.48
S0218,5,0.607,5,46.5,2,4.21
S0218,6,0.527,7,45.8,2,3.36
S0218,7,0.489,0,43.9,2,2.84
S0219,1,0.815,16,48.2,0,6.35
S0219,2,0.842,20,49.0,0,5.98
S0219,3,0.867,21,48.5,0,7.91
S0219,4,0.8,19,39.6,0,6.19
S0219,5,0.842,14,50.2,0,5.25
S0219,6,0.771,19,64.7,1,7.39
S0219,7,0.81,20,44.6,1,6.34
S0220,1,0.928,8,56.3,0,7.49
S0220,2,1.0,6,42.9,0,7.63
S0220,3,1.0,4,42.2,0,6.25
S0220,4,1.0,5,51.7,0,7.21
S0220,5,1.0,8,47.9,0,8.03
S0220,6,0.967,6,55.5,0,7.02
S0220,7,1.0,9,51.8,0,7.61
S0221,1,0.964,22,85.2,0,6.65
S0221,2,0.995,20,81.9,0,6.05
S0221,3,0.943,23,61.0,0,6.42
S0221,4,0.895,24,85.4,0,6.5
S0221,5,0.967,22,58.1,0,6.33
S0221,6,1.15,23,83.0,0,6.74
S0221,7,0.898,26,65.8,0,6.26
S0222,1,0.953,3,78.8,0,5.28
S0222,2,0.958,5,73.5,0,5.4
S0222,3,0.839,1,65.8,0,5.11
S0222,4,0.906,3,79.5,0,3.4
S0222,5,0.912,0,65.5,0,3.1
S0222,6,0.862,0,72.4,0,4.64
S0222,7,0.816,0,81.7,1,4.54
S0223,1,0.936,12,64.4,0,8.96
S0223,2,0.961,12,60.4,0,8.47
S0223,3,0.96,8,65.0,0,7.97
S0223,4,0.945,11,48.6,0,7.72
S0223,5,0.971,17,64.7,0,8.27
S0223,6,0.935,12,67.8,0,7.86
S0223,7,0.904,15,63.7,0,7.77
S0224,1,0.896,18,59.9,0,6.09
S0224,2,1.14,17,75.5,0,7.66
S0224,3,0.895,9,69.2,0,7.63
S0224,4,0.85,15,60.9,0,6.96
S0224,5,0.83,9,68.6,0,9.27
S0224,6,0.936,17,65.2,0,6.46
S0224,7,0.903,11,71.9,0,5.93
S0225,1,0.98,16,47.9,0,7.64
S0225,2,0.907,13,50.3,0,9.84
S0225,3,0.829,10,49.4,1,8.87
S0225,4,0.884,21,51.2,0,8.81
S0225,5,0.868,13,45.9,0,8.93
S0225,6,0.856,9,46.2,0,7.51
S0225,7,0.852,6,36.9,0,6.92
S0226,1,0.919,14,42.4,0,7.23
S0226,2,0.823,12,51.8,0,6.86
S0226,3,0.846,11,48.1,0,7.23
S0226,4,0.81,13,44.5,0,7.24
S0226,5,0.949,15,61.9,0,8.36
S0226,6,0.968,19,47.9,0,9.11
S0226,7,0.958,22,49.7,0,7.84
S0227,1,0.88,13,44.6,0,5.55
S0227,2,0.781,18,39.3,0,6.3
S0227,3,0.698,8,41.0,1,5.62
S0227,4,0.627,3,26.1,2,4.66
S0227,5,0.546,4,33.9,1,4.5
S0227,6,0.437,0,25.8,1,3.35
S0227,7,0.501,4,18.2,2,2.56
S0228,1,0.867,10,61.0,0,8.36
S0228,2,0.869,16,50.8,0,7.27
S0228,3,0.837,13,58.6,0,7.05
S0228,4,0.822,19,71.0,0,8.32
S0228,5,0.833,12,64.5,1,8.06
S0228,6,0.871,12,55.0,0,5.7
S0228,7,0.855,7,58.6,0,7.14
S0229,1,0.898,8,48.3,0,3.76
S0229,2,0.907,8,35.7,0,5.65
S0229,3,0.88,11,41.2,0,6.27
S0229,4,0.907,9,43.3,0,4.99
S0229,5,0.869,6,36.7,0,6.3
S0229,6,0.825,9,40.8,0,4.25
S0229,7,0.908,11,27.6,0,5.85
S0230,1,0.908,14,96.1,0,3.58
S0230,2,0.941,10,91.5,0,5.94
S0230,3,1.13,8,84.8,0,4.37
S0230,4,0.851,9,91.2,0,3.43
S0230,5,0.924,0,88.4,0,2.1
S0230,6,0.897,5,82.2,0,4.46
S0230,7,0.853,6,81.8,0,5.25
S0231,1,0.814,-10,82.0,0,4.78
S0231,2,0.758,11,87.6,1,5.3
S0231,3,0.806,12,76.4,1,6.9
S0231,4,0.812,12,73.4,0,4.24
S0231,5,0.805,12,71.8,1,4.63
S0231,6,0.79,10,81.2,0,5.45
S0231,7,0.801,10,92.2,0,3.8
S0232,1,1.15,21,84.3,0,6.91
S0232,2,0.912,23,75.0,0,6.2
S0232,3,0.964,23,74.6,0,4.9
S0232,4,0.965,22,87.1,0,5.42
S0232,5,0.985,26,80.6,0,6.29
S0232,6,0.967,22,81.3,0,7.36
S0232,7,0.983,24,75.3,0,5.94
S0233,1,0.929,9,48.4,0,6.75
S0233,2,0.915,13,58.5,0,8.32
S0233,3,0.931,11,54.4,0,9.14
S0233,4,0.915,9,55.1,0,6.82
S0233,5,0.906,13,56.4,0,7.83
S0233,6,0.875,12,60.2,0,8.21
S0233,7,0.942,12,65.3,0,7.28
S0234,1,0.959,12,79.1,0,6.01
S0234,2,0.922,11,73.7,0,7.74
S0234,3,0.989,6,74.6,0,6.47
S0234,4,1.0,4,75.3,0,7.37
S0234,5,0.967,12,76.1,0,6.99
S0234,6,1.0,15,86.4,0,7.1
S0234,7,1.0,7,77.1,0,6.81
S0235,1,0.907,17,45.7,0,7.63
S0235,2,0.904,19,39.3,0,6.96
S0235,3,0.905,13,56.5,0,7.09
S0235,4,0.938,-17,53.7,0,7.38
S0235,5,0.874,21,54.6,0,7.17
S0235,6,0.855,20,48.3,0,7.62
S0235,7,0.934,11,58.8,0,8.56
S0236,1,0.871,16,70.4,0,7.78
S0236,2,0.828,12,56.9,0,7.58
S0236,3,0.836,10,50.3,0,5.35
S0236,4,0.86,12,64.2,0,7.29
S0236,5,0.805,13,67.6,0,7.18
S0236,6,0.857,11,59.9,0,6.14
S0236,7,0.873,12,65.1,0,6.9
S0237,1,0.878,4,97.9,0,3.25
S0237,2,0.888,4,84.7,0,6.32
S0237,3,1.08,2,98.7,0,2.93
S0237,4,0.817,1,87.1,0,4.99
S0237,5,0.896,3,89.6,0,3.5
S0237,6,0.867,0,91.9,0,3.94
S0237,7,0.901,1,100.0,0,3.55
S0238,1,0.843,14,55.5,0,6.08
S0238,2,0.832,7,54.4,0,7.2
S0238,3,0.803,14,53.1,0,6.08
S0238,4,0.75,14,51.1,0,7.49
S0238,5,0.735,10,51.9,1,5.75
S0238,6,0.771,13,43.2,0,7.24
S0238,7,0.691,9,59.1,0,5.98
S0239,1,0.945,15,62.3,0,8.48
S0239,2,0.872,13,57.0,0,6.96
S0239,3,0.897,16,68.2,0,7.08
S0239,4,0.918,7,61.9,0,7.77
S0239,5,0.854,8,45.3,0,8.15
S0239,6,0.85,5,59.4,0,7.53
S0239,7,0.871,16,50.2,0,7.86
S0240,1,0.874,2,45.1,0,3.23
S0240,2,0.793,2,54.5,1,6.13
S0240,3,0.813,3,47.2,0,3.92
S0240,4,0.835,2,47.9,0,4.1
S0240,5,0.842,0,49.3,0,4.72
S0240,6,0.9,1,55.1,0,4.78
S0240,7,0.839,5,57.9,0,3.55
S0241,1,0.889,5,69.4,0,6.23
S0241,2,0.869,11,59.6,0,6.52
S0241,3,0.879,9,62.4,0,6.46
S0241,4,0.862,2,65.5,0,5.65
S0241,5,0.75,6,51.1,1,6.12
S0241,6,0.836,2,53.3,0,5.88
S0241,7,0.915,7,53.5,0,5.75
S0242,1,0.586,17,21.3,2,4.44
S0242,2,0.55,16,22.5,1,4.69
S0242,3,0.54,12,31.0,2,4.32
S0242,4,0.465,18,14.0,1,3.59
S0242,5,0.607,13,18.7,1,3.92
S0242,6,0.56,17,23.4,1,3.63
S0242,7,0.587,13,15.3,1,3.72
S0243,1,0.897,7,73.2,0,5.92
S0243,2,0.852,3,74.1,0,7.59
S0243,3,0.881,4,74.8,0,6.0
S0243,4,0.888,10,81.7,0,7.17
S0243,5,0.865,8,78.6,0,6.6
S0243,6,0.864,6,80.2,0,8.46
S0243,7,0.863,11,80.6,0,6.24
S0244,1,0.847,17,62.2,0,6.34
S0244,2,0.797,22,60.6,0,6.47
S0244,3,0.815,15,57.8,0,5.95
S0244,4,0.801,12,56.5,1,6.17
S0244,5,0.823,14,52.5,0,6.16
S0244,6,0.819,20,53.7,1,7.01
S0244,7,0.897,16,50.2,0,5.88
S0245,1,0.995,10,72.8,0,3.86
S0245,2,1.0,14,71.7,0,4.42
S0245,3,0.939,11,68.9,0,4.8
S0245,4,1.0,7,66.8,0,3.42
S0245,5,0.994,12,74.6,0,4.83
S0245,6,1.0,14,68.6,0,4.3
S0245,7,1.0,15,77.0,0,3.75
S0246,1,0.811,12,92.3,1,9.35
S0246,2,0.817,17,94.2,1,7.72
S0246,3,0.806,13,100,1,8.93
S0246,4,0.818,16,97.9,0,7.99
S0246,5,0.72,12,89.9,1,7.15
S0246,6,0.785,22,88.8,1,7.21
S0246,7,0.722,14,80.8,1,7.29
S0247,1,0.945,16,97.0,0,6.67
S0247,2,0.978,6,94.1,0,7.8
S0247,3,0.937,5,95.1,0,6.48
S0247,4,0.961,8,87.9,0,6.97
S0247,5,0.974,9,100,0,6.14
S0247,6,0.885,5,85.8,0,6.75
S0247,7,0.999,5,93.8,0,4.89
S0248,1,0.945,19,41.7,0,5.21
S0248,2,1.0,14,48.5,0,5.24
S0248,3,1.0,19,33.1,0,4.79
S0248,4,0.944,19,42.0,0,4.8
S0248,5,0.903,21,41.0,0,7.26
S0248,6,0.94,16,43.3,0,5.94
S0248,7,1.0,20,46.1,0,5.54
S0249,1,0.885,18,60.0,0,4.2
S0249,2,0.903,13,50.6,0,4.24
S0249,3,0.916,14,51.8,0,4.66
S0249,4,0.899,17,60.7,0,4.38
S0249,5,0.944,18,59.7,0,3.02
S0249,6,1.0,16,53.8,0,4.64
S0249,7,0.842,11,41.5,0,6.41
S0250,1,0.543,16,48.0,2,4.18
S0250,2,0.58,15,47.1,1,3.82
S0250,3,0.516,10,38.4,1,3.12
S0250,4,0.525,9,45.2,2,2.98
S0250,5,0.562,12,34.9,2,2.68
S0250,6,0.505,18,51.7,2,4.79
S0250,7,0.511,14,44.1,2,5.05
S0251,1,0.912,21,73.4,0,5.77
S0251,2,0.843,18,64.7,0,5.03
S0251,3,0.833,13,54.6,0,5.63
S0251,4,0.877,11,60.0,0,4.65
S0251,5,0.937,18,70.8,0,5.66
S0251,6,1.0,18,67.9,0,6.37
S0251,7,1.0,21,74.7,0,7.01
S0252,1,0.954,15,67.0,0,5.27
S0252,2,0.973,19,65.3,0,4.34
S0252,3,0.954,17,76.9,0,4.18
S0252,4,0.879,17,67.0,0,5.03
S0252,5,0.884,15,71.5,0,3.13
S0252,6,0.919,14,63.0,0,2.42
S0252,7,0.991,21,74.7,0,3.99
S0253,1,0.962,19,57.0,0,8.49
S0253,2,0.998,10,58.8,0,9.09
S0253,3,0.965,13,45.6,0,8.26
S0253,4,0.913,16,50.8,0,9.69
S0253,5,0.948,10,49.3,0,7.38
S0253,6,0.985,16,51.6,0,9.22
S0253,7,0.904,15,62.6,0,9.44
S0254,1,0.839,12,65.5,0,7.11
S0254,2,0.837,7,75.5,0,7.22
S0254,3,0.822,15,68.9,1,6.52
S0254,4,0.87,16,70.0,0,7.9
S0254,5,0.762,16,71.5,1,7.17
S0254,6,0.878,8,72.3,0,7.73
S0254,7,0.845,13,72.6,0,7.5
S0255,1,0.799,11,40.8,1,4.64
S0255,2,0.855,14,46.9,0,5.38
S0255,3,0.743,9,45.3,1,3.72
S0255,4,0.707,6,34.2,1,3.73
S0255,5,0.621,5,37.9,1,3.89
S0255,6,0.558,5,24.9,1,2.97
S0255,7,0.578,0,12.7,2,3.42
S0256,1,1.0,16,100,0,8.18
S0256,2,1.0,17,90.2,0,7.67
S0256,3,0.956,19,90.3,0,6.72
S0256,4,0.886,19,93.6,0,7.77
S0256,5,0.881,19,80.6,0,6.7
S0256,6,0.948,16,100,0,6.6
S0256,7,0.887,12,91.3,0,6.35
S0257,1,0.836,19,86.4,0,6.14
S0257,2,0.924,17,72.6,0,5.7
S0257,3,1.0,16,85.5,0,5.67
S0257,4,0.537,3,43.6,1,3.13
S0257,5,0.604,2,47.9,1,4.63
S0257,6,0.524,1,46.1,2,3.88
S0257,7,0.543,0,51.1,1,4.0
S0258,1,0.928,14,60.1,0,5.22
S0258,2,0.901,15,65.2,0,6.29
S0258,3,0.961,20,66.3,0,6.24
S0258,4,0.995,15,54.0,0,5.97
S0258,5,1.0,18,45.9,0,5.04
S0258,6,1.0,14,52.7,0,4.59
S0258,7,0.946,14,53.5,0,6.12
S0259,1,0.938,3,85.9,0,8.14
S0259,2,0.996,3,72.7,0,5.17
S0259,3,0.868,1,61.4,0,6.33
S0259,4,0.802,0,58.9,0,6.86
S0259,5,0.784,0,64.3,0,4.98
S0259,6,0.656,0,57.2,1,4.42
S0259,7,0.619,0,52.2,1,3.62
S0260,1,0.635,9,34.0,1,0.71
S0260,2,0.655,14,41.3,1,1.82
S0260,3,0.577,13,38.0,1,2.21
S0260,4,0.626,13,29.5,1,0.73
S0260,5,0.699,10,39.1,0,0.09
S0260,6,0.609,11,40.8,1,2.21
S0260,7,0.603,11,40.8,1,0.97
S0261,1,0.843,9,66.1,0,8.91
S0261,2,0.95,3,79.7,1,10
S0261,3,0.885,5,66.3,0,8.24
S0261,4,0.847,0,79.8,0,10
S0261,5,0.818,0,74.1,0,9.74
S0261,6,0.89,1,62.6,0,8.81
S0261,7,0.833,1,72.7,0,10
S0262,1,0.951,17,89.5,0,5.06
S0262,2,0.939,17,93.5,0,3.83
S0262,3,0.9,18,91.3,0,6.52
S0262,4,0.827,17,87.9,0,4.22
S0262,5,0.898,22,93.7,0,4.56
S0262,6,0.93,20,84.8,0,5.37
S0262,7,0.896,20,90.9,0,5.64
S0263,1,1.0,9,45.0,0,6.66
S0263,2,1.0,9,50.8,0,8.72
S0263,3,0.998,4,39.6,0,8.07
S0263,4,0.967,9,35.2,0,7.58
S0263,5,0.985,11,50.0,0,8.97
S0263,6,1.0,3,41.5,0,7.53
S0263,7,0.99,9,39.0,0,7.4
S0264,1,0.865,8,88.1,0,4.85
S0264,2,0.802,12,77.6,0,5.15
S0264,3,0.843,9,93.1,0,5.38
S0264,4,0.865,11,84.8,0,5.97
S0264,5,0.835,5,81.4,0,5.9
S0264,6,0.81,9,73.5,0,5.86
S0264,7,0.795,5,84.7,0,5.76
S0265,1,0.99,10,55.4,0,5.12
S0265,2,1.0,1,47.0,0,3.99
S0265,3,0.973,7,47.9,0,4.95
S0265,4,0.993,-7,53.6,0,4.58
S0265,5,0.992,6,64.1,0,5.48
S0265,6,1.0,3,53.8,0,4.41
S0265,7,0.937,6,57.3,0,4.56
S0266,1,0.899,13,84.6,0,7.08
S0266,2,0.882,14,79.5,0,8.67
S0266,3,0.802,15,87.3,0,6.24
S0266,4,0.813,15,79.4,1,6.46
S0266,5,0.75,11,78.7,0,6.2
S0266,6,0.797,4,92.6,1,5.64
S0266,7,0.738,11,81.5,1,6.67
S0267,1,0.865,18,99.1,0,8.95
S0267,2,0.878,20,100,0,8.81
S0267,3,0.899,19,94.6,0,6.97
S0267,4,0.796,13,91.3,1,8.88
S0267,5,0.824,14,97.0,1,7.01
S0267,6,0.768,16,96.6,1,8.54
S0267,7,0.744,17,87.6,1,8.86
S0268,1,0.684,20,46.1,1,5.83
S0268,2,0.657,11,34.1,2,5.81
S0268,3,0.697,12,54.2,1,5.64
S0268,4,0.61,14,42.0,1,6.56
S0268,5,0.652,11,39.6,1,5.82
S0268,6,0.772,12,46.9,1,6.13
S0268,7,0.721,16,56.9,1,6.9
S0269,1,0.969,3,100,0,6.89
S0269,2,0.818,1,95.8,0,7.65
S0269,3,0.857,5,89.1,0,5.15
S0269,4,0.774,0,87.3,1,5.38
S0269,5,0.692,0,86.5,1,5.36
S0269,6,0.566,0,80.5,2,4.51
S0269,7,0.624,0,66.9,1,2.51
S0270,1,0.867,13,54.3,0,5.95
S0270,2,0.89,8,55.7,0,6.82
S0270,3,0.93,6,55.7,0,5.44
S0270,4,0.964,9,56.9,0,7.22
S0270,5,0.947,10,57.9,0,7.1
S0270,6,0.891,11,69.2,0,7.9
S0270,7,0.887,10,58.4,0,6.14
S0271,1,0.901,9,90.8,0,8.84
S0271,2,0.876,8,77.7,0,6.6
S0271,3,0.735,2,71.2,1,4.87
S0271,4,0.677,1,68.3,0,6.71
S0271,5,0.651,1,58.8,1,4.87
S0271,6,0.593,0,66.1,2,4.15
S0271,7,0.53,0,55.6,2,4.13
S0272,1,0.82,13,47.4,0,7.35
S0272,2,0.735,17,28.1,0,6.52
S0272,3,0.729,17,45.0,0,7.27
S0272,4,0.682,13,30.6,1,5.58
S0272,5,0.757,15,46.8,1,6.84
S0272,6,0.691,16,44.4,1,6.43
S0272,7,0.766,18,46.2,0,7.77
S0273,1,0.792,11,62.4,0,5.25
